"lane_id","zone_id","lane_number","name","state","road","direction","location_description","lane_type","organization","detector_type","latitude","longitude","bearing","default_speed","interval"
9569,3402,4,"I-495 @ 1.72 Mile North of SR-617","Northern Virginia","I-495","North","I-495 @ 1.72 Mile North of SR-617","Normal","HERE","Microwave",38.8060100,-77.2134400,,,60
9570,3402,2,"I-495 @ 1.72 Mile North of SR-617","Northern Virginia","I-495","North","I-495 @ 1.72 Mile North of SR-617","Normal","HERE","Microwave",38.8060100,-77.2134400,,,60
9571,3401,5,"I-495 @ 1.72 Mile North of SR-617","Northern Virginia","I-495","North","I-495 @ 1.72 Mile North of SR-617","Off Ramp","HERE","Microwave",38.8060100,-77.2134400,,,60
9572,3402,3,"I-495 @ 1.72 Mile North of SR-617","Northern Virginia","I-495","North","I-495 @ 1.72 Mile North of SR-617","Normal","HERE","Microwave",38.8060100,-77.2134400,,,60
9573,3402,1,"I-495 @ 1.72 Mile North of SR-617","Northern Virginia","I-495","North","I-495 @ 1.72 Mile North of SR-617","Normal","HERE","Microwave",38.8060100,-77.2134400,,,60
9574,3403,4,"I-495 @ 1.16 Mile West of Richmond Highway","Northern Virginia","I-495","West","I-495 @ 1.16 Mile West of Richmond Highway","Normal","HERE","Microwave",38.8002100,-77.0745200,,,60
9575,3403,2,"I-495 @ 1.16 Mile West of Richmond Highway","Northern Virginia","I-495","West","I-495 @ 1.16 Mile West of Richmond Highway","Normal","HERE","Microwave",38.8002100,-77.0745200,,,60
9576,3403,3,"I-495 @ 1.16 Mile West of Richmond Highway","Northern Virginia","I-495","West","I-495 @ 1.16 Mile West of Richmond Highway","Normal","HERE","Microwave",38.8002100,-77.0745200,,,60
9577,3403,1,"I-495 @ 1.16 Mile West of Richmond Highway","Northern Virginia","I-495","West","I-495 @ 1.16 Mile West of Richmond Highway","Normal","HERE","Microwave",38.8002100,-77.0745200,,,60
9578,3404,4,"I-495 @ 1.16 Mile West of Richmond Highway","Northern Virginia","I-495","East","I-495 @ 1.16 Mile West of Richmond Highway","On Ramp","HERE","Microwave",38.8002100,-77.0745200,,,60
9579,3405,2,"I-495 @ 1.16 Mile West of Richmond Highway","Northern Virginia","I-495","East","I-495 @ 1.16 Mile West of Richmond Highway","Normal","HERE","Microwave",38.8002100,-77.0745200,,,60
9580,3405,3,"I-495 @ 1.16 Mile West of Richmond Highway","Northern Virginia","I-495","East","I-495 @ 1.16 Mile West of Richmond Highway","Normal","HERE","Microwave",38.8002100,-77.0745200,,,60
9581,3405,1,"I-495 @ 1.16 Mile West of Richmond Highway","Northern Virginia","I-495","East","I-495 @ 1.16 Mile West of Richmond Highway","Normal","HERE","Microwave",38.8002100,-77.0745200,,,60
9582,3406,1,"I-270 HOV @ 0.39 Mile North of Rockledge Blvd","Maryland","I-270 HOV","South","I-270 HOV @ 0.39 Mile North of Rockledge Blvd","Unknown","HERE","Acoustic",39.0325400,-77.1387600,,,60
9583,3407,1,"I-270 HOV @ 0.39 Mile North of Rockledge Blvd","Maryland","I-270 HOV","North","I-270 HOV @ 0.39 Mile North of Rockledge Blvd","Unknown","HERE","Microwave",39.0325400,-77.1387600,,,60
9584,3408,1,"I-395 HOV @   0.65 Mile North of Jefferson Davis Hwy ","Northern Virginia","I-395 HOV","South","I-395 HOV @ 0.65 Mile North of Jefferson Davis Hwy","Unknown","HERE","Microwave",38.8734900,-77.0438900,,,60
9585,3408,2,"I-395 HOV @   0.65 Mile North of Jefferson Davis Hwy ","Northern Virginia","I-395 HOV","South","I-395 HOV @ 0.65 Mile North of Jefferson Davis Hwy","Unknown","HERE","Microwave",38.8734900,-77.0438900,,,60
9586,3409,2,"I-395 HOV @   0.65 Mile North of Jefferson Davis Hwy ","Northern Virginia","I-395 HOV","North","I-395 HOV @ 0.65 Mile North of Jefferson Davis Hwy","Unknown","HERE","Microwave",38.8734900,-77.0438900,,,60
9587,3409,1,"I-395 HOV @   0.65 Mile North of Jefferson Davis Hwy ","Northern Virginia","I-395 HOV","North","I-395 HOV @ 0.65 Mile North of Jefferson Davis Hwy","Unknown","HERE","Microwave",38.8734900,-77.0438900,,,60
9588,3411,2,"I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","D.C.","I-295/DC-295","South","I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","Normal","HERE","Microwave",38.8541800,-77.0056400,,,60
9589,3410,3,"I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","D.C.","I-295/DC-295","South","I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","Off Ramp","HERE","Microwave",38.8541800,-77.0056400,,,60
9590,3411,1,"I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","D.C.","I-295/DC-295","South","I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","Normal","HERE","Microwave",38.8541800,-77.0056400,,,60
9591,3412,3,"I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","D.C.","I-295/DC-295","North","I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","Normal","HERE","Microwave",38.8541800,-77.0056400,,,60
9592,3412,1,"I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","D.C.","I-295/DC-295","North","I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","Normal","HERE","Microwave",38.8541800,-77.0056400,,,60
9593,3412,2,"I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","D.C.","I-295/DC-295","North","I-295/DC-295 @ 0.66 Mile North of Malcolm X Ave","Normal","HERE","Microwave",38.8541800,-77.0056400,,,60
9594,3413,4,"I-495 @ 2.36 Mile West of Telegraph Rd","Northern Virginia","I-495","West","I-495 @ 2.36 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.7994800,-77.1211300,,,60
9595,3413,2,"I-495 @ 2.36 Mile West of Telegraph Rd","Northern Virginia","I-495","West","I-495 @ 2.36 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.7994800,-77.1211300,,,60
9596,3413,3,"I-495 @ 2.36 Mile West of Telegraph Rd","Northern Virginia","I-495","West","I-495 @ 2.36 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.7994800,-77.1211300,,,60
9597,3413,1,"I-495 @ 2.36 Mile West of Telegraph Rd","Northern Virginia","I-495","West","I-495 @ 2.36 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.7994800,-77.1211300,,,60
9598,3414,4,"I-495 @ 2.36 Mile West of Telegraph Rd","Northern Virginia","I-495","East","I-495 @ 2.36 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.7994800,-77.1211300,,,60
9599,3414,2,"I-495 @ 2.36 Mile West of Telegraph Rd","Northern Virginia","I-495","East","I-495 @ 2.36 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.7994800,-77.1211300,,,60
9600,3414,3,"I-495 @ 2.36 Mile West of Telegraph Rd","Northern Virginia","I-495","East","I-495 @ 2.36 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.7994800,-77.1211300,,,60
9601,3414,1,"I-495 @ 2.36 Mile West of Telegraph Rd","Northern Virginia","I-495","East","I-495 @ 2.36 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.7994800,-77.1211300,,,60
9602,3415,1,"I-495 Express @ 0.12 Mile North of Indian Head Hwy/SR-210","Maryland","I-495 Express","South","I-495 Express @ 0.12 Mile North of Indian Head Hwy/SR-210","Toll","HERE","Microwave",38.8041600,-76.9971900,,,60
9603,3415,2,"I-495 Express @ 0.12 Mile North of Indian Head Hwy/SR-210","Maryland","I-495 Express","South","I-495 Express @ 0.12 Mile North of Indian Head Hwy/SR-210","Toll","HERE","Microwave",38.8041600,-76.9971900,,,60
9604,3416,2,"I-495 Express @ 0.12 Mile North of Indian Head Hwy/SR-210","Maryland","I-495 Express","North","I-495 Express @ 0.12 Mile North of Indian Head Hwy/SR-210","Toll","HERE","Microwave",38.8041600,-76.9971900,,,60
9605,3416,1,"I-495 Express @ 0.12 Mile North of Indian Head Hwy/SR-210","Maryland","I-495 Express","North","I-495 Express @ 0.12 Mile North of Indian Head Hwy/SR-210","Toll","HERE","Microwave",38.8041600,-76.9971900,,,60
9606,3418,1,"I-495 @ 0.12 Mile South of Leesburg Pike","Northern Virginia","I-495","South","I-495 @ 0.12 Mile South of Leesburg Pike","Normal","HERE","Microwave",38.9103300,-77.2178500,,,60
9607,3418,4,"I-495 @ 0.12 Mile South of Leesburg Pike","Northern Virginia","I-495","South","I-495 @ 0.12 Mile South of Leesburg Pike","Normal","HERE","Microwave",38.9103300,-77.2178500,,,60
9608,3418,2,"I-495 @ 0.12 Mile South of Leesburg Pike","Northern Virginia","I-495","South","I-495 @ 0.12 Mile South of Leesburg Pike","Normal","HERE","Microwave",38.9103300,-77.2178500,,,60
9609,3417,5,"I-495 @ 0.12 Mile South of Leesburg Pike","Northern Virginia","I-495","South","I-495 @ 0.12 Mile South of Leesburg Pike","On Ramp","HERE","Microwave",38.9103300,-77.2178500,,,60
9610,3418,3,"I-495 @ 0.12 Mile South of Leesburg Pike","Northern Virginia","I-495","South","I-495 @ 0.12 Mile South of Leesburg Pike","Normal","HERE","Microwave",38.9103300,-77.2178500,,,60
9611,3419,4,"I-495 @ 0.12 Mile South of Leesburg Pike","Northern Virginia","I-495","North","I-495 @ 0.12 Mile South of Leesburg Pike","Normal","HERE","Microwave",38.9103300,-77.2178500,,,60
9612,3419,2,"I-495 @ 0.12 Mile South of Leesburg Pike","Northern Virginia","I-495","North","I-495 @ 0.12 Mile South of Leesburg Pike","Normal","HERE","Microwave",38.9103300,-77.2178500,,,60
9613,3419,3,"I-495 @ 0.12 Mile South of Leesburg Pike","Northern Virginia","I-495","North","I-495 @ 0.12 Mile South of Leesburg Pike","Normal","HERE","Microwave",38.9103300,-77.2178500,,,60
9614,3419,1,"I-495 @ 0.12 Mile South of Leesburg Pike","Northern Virginia","I-495","North","I-495 @ 0.12 Mile South of Leesburg Pike","Normal","HERE","Microwave",38.9103300,-77.2178500,,,60
9615,3420,2,"I-495 @ 0.30 Mile West of Washington Memorial Pike","Maryland","I-495","West","I-495 @ 0.30 Mile West of Washington Memorial Pike","Normal","HERE","Microwave",39.0175400,-77.1100300,,,60
9616,3420,3,"I-495 @ 0.30 Mile West of Washington Memorial Pike","Maryland","I-495","West","I-495 @ 0.30 Mile West of Washington Memorial Pike","Normal","HERE","Microwave",39.0175400,-77.1100300,,,60
9617,3420,1,"I-495 @ 0.30 Mile West of Washington Memorial Pike","Maryland","I-495","West","I-495 @ 0.30 Mile West of Washington Memorial Pike","Normal","HERE","Microwave",39.0175400,-77.1100300,,,60
9618,3421,3,"I-495 @ 0.30 Mile West of Washington Memorial Pike","Maryland","I-495","East","I-495 @ 0.30 Mile West of Washington Memorial Pike","Off Ramp","HERE","Microwave",39.0175400,-77.1100300,,,60
9619,3422,2,"I-495 @ 0.30 Mile West of Washington Memorial Pike","Maryland","I-495","East","I-495 @ 0.30 Mile West of Washington Memorial Pike","Normal","HERE","Microwave",39.0175400,-77.1100300,,,60
9620,3422,1,"I-495 @ 0.30 Mile West of Washington Memorial Pike","Maryland","I-495","East","I-495 @ 0.30 Mile West of Washington Memorial Pike","Normal","HERE","Microwave",39.0175400,-77.1100300,,,60
9621,3423,1,"I-395 @ 0.17 Mile North of I-295","D.C.","I-395","South","I-395 @ 0.17 Mile North of I-295","Normal","HERE","Microwave",38.8846900,-77.0120500,,,60
9622,3423,4,"I-395 @ 0.17 Mile North of I-295","D.C.","I-395","South","I-395 @ 0.17 Mile North of I-295","Normal","HERE","Microwave",38.8846900,-77.0120500,,,60
9623,3423,2,"I-395 @ 0.17 Mile North of I-295","D.C.","I-395","South","I-395 @ 0.17 Mile North of I-295","Normal","HERE","Microwave",38.8846900,-77.0120500,,,60
9624,3423,3,"I-395 @ 0.17 Mile North of I-295","D.C.","I-395","South","I-395 @ 0.17 Mile North of I-295","Normal","HERE","Microwave",38.8846900,-77.0120500,,,60
9625,3424,3,"I-395 @ 0.17 Mile North of I-295","D.C.","I-395","North","I-395 @ 0.17 Mile North of I-295","Normal","HERE","Microwave",38.8846900,-77.0120500,,,60
9626,3424,1,"I-395 @ 0.17 Mile North of I-295","D.C.","I-395","North","I-395 @ 0.17 Mile North of I-295","Normal","HERE","Microwave",38.8846900,-77.0120500,,,60
9627,3424,2,"I-395 @ 0.17 Mile North of I-295","D.C.","I-395","North","I-395 @ 0.17 Mile North of I-295","Normal","HERE","Microwave",38.8846900,-77.0120500,,,60
9628,3425,1,"I-270 HOV @ 0.25 Mile South of Westlake Terrace","Maryland","I-270 HOV","South","I-270 HOV @ 0.25 Mile South of Westlake Terrace","Unknown","HERE","Microwave",39.0228100,-77.1425800,,,60
9629,3426,1,"I-270 HOV @ 0.25 Mile South of Westlake Terrace","Maryland","I-270 HOV","North","I-270 HOV @ 0.25 Mile South of Westlake Terrace","Unknown","HERE","Microwave",39.0228100,-77.1425800,,,60
9630,3427,3,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","South","I-495 @ 0.49 Mile South of Greentree Rd","On Ramp","HERE","Microwave",39.0096500,-77.1518800,,,60
9631,3427,1,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","South","I-495 @ 0.49 Mile South of Greentree Rd","On Ramp","HERE","Microwave",39.0096500,-77.1518800,,,60
9632,3428,6,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","South","I-495 @ 0.49 Mile South of Greentree Rd","Normal","HERE","Microwave",39.0096500,-77.1518800,,,60
9633,3428,4,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","South","I-495 @ 0.49 Mile South of Greentree Rd","Normal","HERE","Microwave",39.0096500,-77.1518800,,,60
9634,3427,2,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","South","I-495 @ 0.49 Mile South of Greentree Rd","On Ramp","HERE","Microwave",39.0096500,-77.1518800,,,60
9635,3428,5,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","South","I-495 @ 0.49 Mile South of Greentree Rd","Normal","HERE","Microwave",39.0096500,-77.1518800,,,60
9636,3430,6,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","North","I-495 @ 0.49 Mile South of Greentree Rd","Normal","HERE","Microwave",39.0096500,-77.1518800,,,60
9637,3430,4,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","North","I-495 @ 0.49 Mile South of Greentree Rd","Normal","HERE","Microwave",39.0096500,-77.1518800,,,60
9638,3429,2,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","North","I-495 @ 0.49 Mile South of Greentree Rd","Off Ramp","HERE","Microwave",39.0096500,-77.1518800,,,60
9639,3430,5,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","North","I-495 @ 0.49 Mile South of Greentree Rd","Normal","HERE","Microwave",39.0096500,-77.1518800,,,60
9640,3429,3,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","North","I-495 @ 0.49 Mile South of Greentree Rd","Off Ramp","HERE","Microwave",39.0096500,-77.1518800,,,60
9641,3429,1,"I-495 @ 0.49 Mile South of Greentree Rd","Maryland","I-495","North","I-495 @ 0.49 Mile South of Greentree Rd","Off Ramp","HERE","Microwave",39.0096500,-77.1518800,,,60
9642,3431,1,"I-495 @ 0.47 Mile South of SR-650","Northern Virginia","I-495","South","I-495 @ 0.47 Mile South of SR-650","Normal","HERE","Microwave",38.8472100,-77.2200200,,,60
9643,3431,4,"I-495 @ 0.47 Mile South of SR-650","Northern Virginia","I-495","South","I-495 @ 0.47 Mile South of SR-650","Normal","HERE","Microwave",38.8472100,-77.2200200,,,60
9644,3431,2,"I-495 @ 0.47 Mile South of SR-650","Northern Virginia","I-495","South","I-495 @ 0.47 Mile South of SR-650","Normal","HERE","Microwave",38.8472100,-77.2200200,,,60
9645,3431,3,"I-495 @ 0.47 Mile South of SR-650","Northern Virginia","I-495","South","I-495 @ 0.47 Mile South of SR-650","Normal","HERE","Microwave",38.8472100,-77.2200200,,,60
9646,3432,4,"I-495 @ 0.47 Mile South of SR-650","Northern Virginia","I-495","North","I-495 @ 0.47 Mile South of SR-650","Normal","HERE","Microwave",38.8472100,-77.2200200,,,60
9647,3432,2,"I-495 @ 0.47 Mile South of SR-650","Northern Virginia","I-495","North","I-495 @ 0.47 Mile South of SR-650","Normal","HERE","Microwave",38.8472100,-77.2200200,,,60
9648,3432,3,"I-495 @ 0.47 Mile South of SR-650","Northern Virginia","I-495","North","I-495 @ 0.47 Mile South of SR-650","Normal","HERE","Microwave",38.8472100,-77.2200200,,,60
9649,3432,1,"I-495 @ 0.47 Mile South of SR-650","Northern Virginia","I-495","North","I-495 @ 0.47 Mile South of SR-650","Normal","HERE","Microwave",38.8472100,-77.2200200,,,60
9650,3433,5,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","West","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9651,3433,3,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","West","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9652,3433,1,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","West","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9653,3433,4,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","West","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9654,3433,2,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","West","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9655,3434,3,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9656,3434,2,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9657,3434,6,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9658,3434,5,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9659,3434,1,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9660,3434,4,"Dulles Toll Road @ 0.76 Mile East of SR-684","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.76 Mile East of SR-684","Normal","HERE","Microwave",38.9335000,-77.2190200,,,60
9661,3435,5,"I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Maryland","I-495","West","I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Normal","HERE","Acoustic",39.0192100,-76.9787400,,,60
9662,3435,3,"I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Maryland","I-495","West","I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Normal","HERE","Acoustic",39.0192100,-76.9787400,,,60
9663,3435,1,"I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Maryland","I-495","West","I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Normal","HERE","Acoustic",39.0192100,-76.9787400,,,60
9664,3435,4,"I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Maryland","I-495","West","I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Normal","HERE","Acoustic",39.0192100,-76.9787400,,,60
9665,3435,2,"I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Maryland","I-495","West","I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Normal","HERE","Acoustic",39.0192100,-76.9787400,,,60
9666,3436,1,"I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Maryland","I-495","East","I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Normal","HERE","Acoustic",39.0192100,-76.9787400,,,60
9667,3436,4,"I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Maryland","I-495","East","I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Normal","HERE","Acoustic",39.0192100,-76.9787400,,,60
9668,3436,3,"I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Maryland","I-495","East","I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Normal","HERE","Acoustic",39.0192100,-76.9787400,,,60
9669,3436,2,"I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Maryland","I-495","East","I-495 @ 0.11 Mile East of New Hampshire Ave/SR-650","Normal","HERE","Acoustic",39.0192100,-76.9787400,,,60
9670,3437,3,"I-495 @ 0.53 Mile North of Kenilworth Ave","Maryland","I-495","South","I-495 @ 0.53 Mile North of Kenilworth Ave","Normal","HERE","Microwave",39.0096800,-76.9007800,,,60
9671,3437,1,"I-495 @ 0.53 Mile North of Kenilworth Ave","Maryland","I-495","South","I-495 @ 0.53 Mile North of Kenilworth Ave","Normal","HERE","Microwave",39.0096800,-76.9007800,,,60
9672,3437,4,"I-495 @ 0.53 Mile North of Kenilworth Ave","Maryland","I-495","South","I-495 @ 0.53 Mile North of Kenilworth Ave","Normal","HERE","Microwave",39.0096800,-76.9007800,,,60
9673,3437,2,"I-495 @ 0.53 Mile North of Kenilworth Ave","Maryland","I-495","South","I-495 @ 0.53 Mile North of Kenilworth Ave","Normal","HERE","Microwave",39.0096800,-76.9007800,,,60
9674,3438,4,"I-495 @ 0.53 Mile North of Kenilworth Ave","Maryland","I-495","North","I-495 @ 0.53 Mile North of Kenilworth Ave","Normal","HERE","Microwave",39.0096800,-76.9007800,,,60
9675,3438,2,"I-495 @ 0.53 Mile North of Kenilworth Ave","Maryland","I-495","North","I-495 @ 0.53 Mile North of Kenilworth Ave","Normal","HERE","Microwave",39.0096800,-76.9007800,,,60
9676,3438,3,"I-495 @ 0.53 Mile North of Kenilworth Ave","Maryland","I-495","North","I-495 @ 0.53 Mile North of Kenilworth Ave","Normal","HERE","Microwave",39.0096800,-76.9007800,,,60
9677,3438,1,"I-495 @ 0.53 Mile North of Kenilworth Ave","Maryland","I-495","North","I-495 @ 0.53 Mile North of Kenilworth Ave","Normal","HERE","Microwave",39.0096800,-76.9007800,,,60
9678,3439,4,"I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Maryland","I-495","West","I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Normal","HERE","Microwave",39.0053400,-77.0770400,,,60
9679,3439,2,"I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Maryland","I-495","West","I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Normal","HERE","Microwave",39.0053400,-77.0770400,,,60
9680,3439,3,"I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Maryland","I-495","West","I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Normal","HERE","Microwave",39.0053400,-77.0770400,,,60
9681,3439,1,"I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Maryland","I-495","West","I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Normal","HERE","Microwave",39.0053400,-77.0770400,,,60
9682,3440,1,"I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Maryland","I-495","East","I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Normal","HERE","Microwave",39.0053400,-77.0770400,,,60
9683,3440,4,"I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Maryland","I-495","East","I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Normal","HERE","Microwave",39.0053400,-77.0770400,,,60
9684,3440,3,"I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Maryland","I-495","East","I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Normal","HERE","Microwave",39.0053400,-77.0770400,,,60
9685,3440,2,"I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Maryland","I-495","East","I-495 @ 0.05 Mile East of Connecticut Ave/SR-185","Normal","HERE","Microwave",39.0053400,-77.0770400,,,60
9686,3441,4,"Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Northern Virginia","Dulles Toll Road","West","Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Normal","HERE","Microwave",38.9469700,-77.2990300,,,60
9687,3441,2,"Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Northern Virginia","Dulles Toll Road","West","Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Normal","HERE","Microwave",38.9469700,-77.2990300,,,60
9688,3441,3,"Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Northern Virginia","Dulles Toll Road","West","Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Normal","HERE","Microwave",38.9469700,-77.2990300,,,60
9689,3441,1,"Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Northern Virginia","Dulles Toll Road","West","Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Normal","HERE","Microwave",38.9469700,-77.2990300,,,60
9690,3442,1,"Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Normal","HERE","Microwave",38.9469700,-77.2990300,,,60
9691,3442,4,"Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Normal","HERE","Microwave",38.9469700,-77.2990300,,,60
9692,3442,3,"Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Normal","HERE","Microwave",38.9469700,-77.2990300,,,60
9693,3442,2,"Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Northern Virginia","Dulles Toll Road","East","Dulles Toll Road @ 0.7 Mile East of Hunter Mill Rd","Normal","HERE","Microwave",38.9469700,-77.2990300,,,60
9694,3443,2,"I-495 @ 0.63 Mile West of Telegraph Rd","Northern Virginia","I-495","West","I-495 @ 0.63 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.8021100,-77.0897100,,,60
9695,3443,3,"I-495 @ 0.63 Mile West of Telegraph Rd","Northern Virginia","I-495","West","I-495 @ 0.63 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.8021100,-77.0897100,,,60
9696,3443,1,"I-495 @ 0.63 Mile West of Telegraph Rd","Northern Virginia","I-495","West","I-495 @ 0.63 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.8021100,-77.0897100,,,60
9697,3444,3,"I-495 @ 0.63 Mile West of Telegraph Rd","Northern Virginia","I-495","East","I-495 @ 0.63 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.8021100,-77.0897100,,,60
9698,3444,2,"I-495 @ 0.63 Mile West of Telegraph Rd","Northern Virginia","I-495","East","I-495 @ 0.63 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.8021100,-77.0897100,,,60
9699,3444,1,"I-495 @ 0.63 Mile West of Telegraph Rd","Northern Virginia","I-495","East","I-495 @ 0.63 Mile West of Telegraph Rd","Normal","HERE","Microwave",38.8021100,-77.0897100,,,60
